year,make,model,trim,exterior_color,interior_color,drivetrain,fuel_type,transmission,mileage,in_accident,1_owner,personal_used,price
2022,Toyota,Corolla,SE Nightshade,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,7500,FALSE,TRUE,TRUE,28488
2022,Toyota,Camry,XSE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,21544,FALSE,TRUE,TRUE,35988
2022,Toyota,Highlander,XLE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,20641,TRUE,TRUE,TRUE,39988
2022,Toyota,4Runner,TRD Off Road Premium,Silver,Black / Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,42382,FALSE,TRUE,FALSE,44988
2015,Toyota,Sienna,LE,Predawn Gray Mica,Ash,Front-wheel Drive,Gasoline,6-Speed Automatic,59301,FALSE,FALSE,FALSE,21995
2021,Toyota,Camry,XSE,Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,6817,FALSE,TRUE,TRUE,32988
2022,Toyota,Corolla,SE,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,17818,FALSE,TRUE,TRUE,25988
2022,Toyota,Corolla,SE,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,22959,FALSE,TRUE,TRUE,25988
2021,Toyota,Prius Prime,LE,Black,Black,Front-wheel Drive,Hybrid,Automatic CVT,39964,FALSE,TRUE,TRUE,28488
2022,Toyota,Corolla Hatchback,SE,Magnetic Gray Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,21212,FALSE,TRUE,TRUE,26134
2021,Toyota,RAV4 Prime,SE,Magnetic Gray Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,10809,FALSE,FALSE,TRUE,47988
2019,Toyota,Prius,LE,Magnetic Gray Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,41068,FALSE,TRUE,FALSE,22888
2022,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,18728,FALSE,TRUE,TRUE,28688
2018,Toyota,Prius Prime,Plus,Classic Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,86247,TRUE,TRUE,FALSE,22600
2022,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,18242,FALSE,TRUE,TRUE,29488
2021,Toyota,Camry,XSE,Celestial Silver Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,18118,FALSE,TRUE,TRUE,32888
2018,Toyota,Camry,SE,Super White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,80324,FALSE,FALSE,TRUE,20767
2016,Toyota,Corolla,S,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,58729,FALSE,TRUE,TRUE,20495
2013,Toyota,Tundra,Grade,Super White,White,Rear-wheel Drive,Gasoline,6-Speed Automatic,62057,FALSE,TRUE,TRUE,27995
2020,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,86216,FALSE,TRUE,FALSE,21495
2013,Toyota,Tundra,Grade,Magnetic Gray Metallic,Graphite,Rear-wheel Drive,Gasoline,6-Speed Automatic,114614,FALSE,TRUE,FALSE,24995
2018,Toyota,Tacoma,SR5,Grey,Black,Four-wheel Drive,Gasoline,Automatic,82449,FALSE,FALSE,TRUE,36900
2012,Toyota,Prius,Four,silver,gray,Front-wheel Drive,Gasoline,Automatic,132877,TRUE,FALSE,TRUE,12735
2019,Toyota,Camry,LE,Black,Black,FWD,Gasoline,8-Speed Automatic,37050,FALSE,FALSE,FALSE,26497
2012,Toyota,RAV4,Sport,Classic Silver Metallic,Ash,Four-wheel Drive,Gasoline,4-Speed Automatic,159555,FALSE,FALSE,FALSE,10870
2020,Toyota,Prius Prime,XLE,Red,Black,Front-wheel Drive,Hybrid,Automatic CVT,25557,FALSE,TRUE,TRUE,29321
2018,Toyota,Camry,SE,Super White,Ash,Front-wheel Drive,Gasoline,Automatic,63966,FALSE,FALSE,TRUE,19550
2019,Toyota,Camry,SE,White,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,27813,FALSE,FALSE,TRUE,25998
2022,Toyota,Sienna,Limited,Celestial Silver Metallic,Graphite,Front-wheel Drive,Hybrid,Automatic CVT,3735,FALSE,TRUE,TRUE,59988
2018,Toyota,RAV4,LE,Super White,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,101177,FALSE,TRUE,TRUE,18199
2019,Toyota,Sienna,XLE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,16506,FALSE,TRUE,TRUE,38999
2021,Toyota,Tacoma,TRD Off Road,Black,Black,Four-wheel Drive,Gasoline,6-Speed Automatic,40805,FALSE,TRUE,FALSE,38888
2013,Toyota,Prius,Two,WHITE,GRAY,Front-wheel Drive,Gasoline,Automatic,156855,FALSE,TRUE,TRUE,11999
2008,Toyota,Highlander Hybrid,Limited,GREEN,CREAM,All-wheel Drive,Gasoline,Automatic,198286,TRUE,FALSE,TRUE,9999
2012,Toyota,Prius,Base,BLACK,CREAM,Front-wheel Drive,Gasoline,Automatic,99625,FALSE,FALSE,TRUE,12999
2014,Toyota,Prius,Three,Winter Gray Metallic,Dark Gray,Front-wheel Drive,Hybrid,Automatic CVT,100782,FALSE,TRUE,TRUE,15780
2015,Toyota,Prius,Two,Winter Gray Metallic,Dark Gray,Front-wheel Drive,Hybrid,Automatic CVT,124971,FALSE,FALSE,TRUE,14990
2021,Toyota,RAV4 Prime,SE,Super White,Black,All-wheel Drive,Hybrid,Automatic CVT,47460,FALSE,TRUE,TRUE,45995
2019,Toyota,Corolla,SE,Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,12254,FALSE,TRUE,TRUE,22998
2014,Toyota,Corolla,LE ECO,White,Gray,Front-wheel Drive,Gasoline,Automatic CVT,51413,FALSE,FALSE,TRUE,18998
2019,Toyota,Corolla,SE,Barcelona Red Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,67840,FALSE,TRUE,TRUE,19550
2019,Toyota,Corolla,LE,Barcelona Red Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,17723,FALSE,TRUE,TRUE,21100
2021,Toyota,Prius Prime,Limited,Magnetic Gray Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,59373,TRUE,TRUE,TRUE,28700
2018,Toyota,Tundra,SR5,Silver,Graphite,Four-wheel Drive,Gasoline,6-Speed Automatic,49359,FALSE,FALSE,TRUE,44020
2022,Toyota,4Runner,TRD Off Road,White,Black / Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,48964,FALSE,TRUE,FALSE,41498
2016,Toyota,Tacoma,SR5,Super White,Gray,Four-wheel Drive,Gasoline,6-Speed Automatic,172119,TRUE,TRUE,FALSE,24995
2011,Toyota,Highlander,,Classic Silver Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,122004,FALSE,TRUE,TRUE,14481
2020,Toyota,Corolla,LE,Black Sand Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,39269,TRUE,TRUE,TRUE,19899
2011,Toyota,RAV4,Sport,White,Gray,Front-wheel Drive,Gasoline,Automatic,79580,TRUE,TRUE,TRUE,13500
2021,Toyota,Corolla,LE,Classic Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,26072,FALSE,TRUE,FALSE,24975
2022,Toyota,RAV4,LE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,16356,FALSE,TRUE,TRUE,30772
2022,Toyota,RAV4,LE,Silver Sky Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,17767,FALSE,TRUE,TRUE,30775
2019,Toyota,Corolla,L,White,White,Front-wheel Drive,Gasoline,Automatic CVT,22812,FALSE,TRUE,TRUE,21800
2021,Toyota,Supra,2,Turbulence Gray,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,30886,FALSE,TRUE,TRUE,47664
2022,Toyota,Highlander,XLE,Celestial Silver Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,14786,FALSE,TRUE,TRUE,42977
2021,Toyota,RAV4,XLE,Black,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,41163,FALSE,TRUE,FALSE,30991
2021,Toyota,Corolla,SE,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,25560,TRUE,TRUE,TRUE,24588
2019,Toyota,Camry,SE,Silver,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,60495,FALSE,FALSE,FALSE,22188
2020,Toyota,RAV4,XLE,Midnight Black Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,23139,FALSE,TRUE,TRUE,31688
2022,Toyota,Venza,LE,Blueprint,Black,All-wheel Drive,Hybrid,Automatic CVT,10398,FALSE,TRUE,TRUE,39997
2018,Toyota,RAV4,LE,Black,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,144002,FALSE,FALSE,FALSE,15999
2019,Toyota,Tacoma,TRD Sport,White,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,49383,FALSE,FALSE,TRUE,34998
2010,Toyota,Corolla,S,Super White,Dark Charcoal,Front-wheel Drive,Gasoline,Automatic,119315,FALSE,FALSE,FALSE,9997
2017,Toyota,Prius,Two,Red,Black,Front-wheel Drive,Hybrid,Automatic CVT,103769,FALSE,TRUE,TRUE,19998
2018,Toyota,Corolla,LE,Gray,Black,FWD,Gasoline,7-Speed,38928,TRUE,TRUE,FALSE,22295
2018,Toyota,Camry,SE,White,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,53575,FALSE,FALSE,TRUE,23998
2020,Toyota,Prius Prime,Limited,Blizzard Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,37944,FALSE,TRUE,TRUE,29988
2016,Toyota,Prius,Two,White,Gray,Front-wheel Drive,Hybrid,Automatic CVT,83217,FALSE,TRUE,TRUE,19990
2010,Toyota,Prius,II,Winter Gray Metallic,Dark Gray,Front-wheel Drive,Hybrid,Automatic CVT,118200,TRUE,FALSE,TRUE,10974
2017,Toyota,Prius,Two,Blizzard Pearl,Beige,Front-wheel Drive,Hybrid,Automatic CVT,126348,FALSE,FALSE,TRUE,17505
2021,Toyota,Tacoma,TRD Off Road,Silver,Cement,Four-wheel Drive,Gasoline,6-Speed Automatic,37128,FALSE,TRUE,FALSE,37523
2022,Toyota,Corolla,LE,Ruby Flare Pearl,Moonstone,Front-wheel Drive,Gasoline,Automatic CVT,10259,FALSE,TRUE,TRUE,23588
2022,Toyota,Highlander Hybrid,XLE,Magnetic Gray Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,19406,FALSE,TRUE,TRUE,45749
2011,Toyota,Highlander,Base,Classic Silver Metallic,Ash,All-wheel Drive,Gasoline,5-Speed Automatic,131006,TRUE,FALSE,TRUE,13995
2021,Toyota,Highlander,Limited,Magnetic Gray Metallic,Graphite,All-wheel Drive,Gasoline,8-Speed Automatic,9779,FALSE,TRUE,TRUE,45995
2019,Toyota,Mirai,Base,Red,Blue,Front-wheel Drive,Electric,1-Speed Automatic,28591,FALSE,TRUE,TRUE,23997
2020,Toyota,Tacoma,TRD Off Road,Midnight Black Metallic,Cement,Four-wheel Drive,Gasoline,6-Speed Automatic,54786,FALSE,TRUE,FALSE,35689
2017,Toyota,Corolla,S,Gray,Black,Front-wheel Drive,Gasoline,Automatic,90761,TRUE,FALSE,FALSE,15985
2020,Toyota,Corolla Hybrid,LE,Super White,Light Gray,Front-wheel Drive,Hybrid,Automatic CVT,36375,TRUE,FALSE,TRUE,25588
2018,Toyota,Prius,Three Touring,Classic Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,59397,FALSE,TRUE,TRUE,24899
2015,Toyota,Highlander,XLE,Silver Sky Metallic,Ash,Front-wheel Drive,Gasoline,Automatic,110464,TRUE,FALSE,TRUE,21788
2021,Toyota,Corolla,LE,Classic Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic,47390,FALSE,TRUE,FALSE,25998
2022,Toyota,Corolla Hybrid,LE,CELESTITE,Gray,Front-wheel Drive,Hybrid,Automatic CVT,30680,FALSE,FALSE,TRUE,30988
2021,Toyota,4Runner,SR5 Premium,Classic Silver Metallic,Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,46910,TRUE,TRUE,FALSE,41588
2021,Toyota,Prius Prime,Limited,Magnetic Gray Metallic,Gray,Front-wheel Drive,Hybrid,Automatic CVT,22283,FALSE,TRUE,TRUE,36999
2022,Toyota,Camry,XSE V6,Predawn Gray Mica,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,10545,FALSE,TRUE,TRUE,37988
2020,Toyota,Corolla,SE,Black Sand Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,44128,FALSE,TRUE,TRUE,23988
2003,Toyota,Corolla,LE,Burgundy,Gray,Front-wheel Drive,Gasoline,Automatic 4-Speed,192000,TRUE,FALSE,TRUE,4950
2020,Toyota,C-HR,LE,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,28984,FALSE,TRUE,TRUE,29894
2017,Toyota,Prius Prime,Premium,Hypersonic Red,Black,Front-wheel Drive,Hybrid,Automatic CVT,69490,FALSE,TRUE,TRUE,24333
2016,Toyota,Camry,SE,Celestial Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,150066,FALSE,FALSE,TRUE,14974
2013,Toyota,RAV4,XLE,White,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,76860,FALSE,FALSE,TRUE,19998
2014,Toyota,Prius,Three,Black,Bisque,Front-wheel Drive,Hybrid,Automatic CVT,144740,FALSE,TRUE,TRUE,10995
2018,Toyota,Yaris iA,Base,Red,Midnight Blue,Front-wheel Drive,Gasoline,6-Speed,90273,FALSE,TRUE,TRUE,13580
2022,Toyota,Highlander,Platinum,Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,10016,FALSE,TRUE,TRUE,48988
2021,Toyota,Camry,SE,Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,17793,FALSE,TRUE,FALSE,27788
2022,Toyota,4Runner,TRD Off Road Premium,Silver,Black / Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,40828,TRUE,TRUE,FALSE,42988
2022,Toyota,4Runner,SR5 Premium,Black,Black / Graphite,Rear-wheel Drive,Gasoline,5-Speed Automatic,23088,FALSE,TRUE,TRUE,45988
2011,Toyota,Venza,Base,White,Tan,Front-wheel Drive,Gasoline,6-Speed Automatic,136249,TRUE,TRUE,TRUE,11995
2021,Toyota,Corolla,LE,Super White,Black,Front-wheel Drive,Gasoline,Automatic CVT,42858,FALSE,TRUE,FALSE,26859
2022,Toyota,RAV4,LE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,20003,FALSE,TRUE,TRUE,28488
2019,Toyota,Prius,LE,Black,Beige,Front-wheel Drive,Hybrid,Automatic CVT,24826,FALSE,TRUE,TRUE,27988
2020,Toyota,Camry,LE,Predawn Gray Mica,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,9970,FALSE,TRUE,TRUE,26488
2017,Toyota,Prius Prime,Advanced,Magnetic Gray Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,60862,FALSE,FALSE,FALSE,23888
2019,Toyota,Tacoma,SR,Super White,Gray,Rear-wheel Drive,Gasoline,6-Speed Automatic,64761,FALSE,FALSE,FALSE,31234
2020,Toyota,Camry,LE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,82582,FALSE,TRUE,FALSE,20495
2020,Toyota,Camry,LE,Silver,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,94720,FALSE,TRUE,FALSE,20095
2020,Toyota,Camry,LE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,88319,TRUE,TRUE,FALSE,19995
2019,Toyota,RAV4,XLE,Silver Sky Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,44437,TRUE,TRUE,TRUE,25999
2021,Toyota,4Runner,SR5 Premium,Barcelona Red Metallic,Black / Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,46857,FALSE,TRUE,FALSE,42050
2021,Toyota,Corolla,LE,Super White,Black,Front-wheel Drive,Gasoline,Automatic CVT,23582,TRUE,FALSE,FALSE,20400
2019,Toyota,Prius Prime,Premium,Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,31611,FALSE,TRUE,TRUE,27998
2019,Toyota,Highlander,SE,Midnight Black Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,50324,FALSE,TRUE,TRUE,32841
2020,Toyota,Tacoma,SR5,Super White,Cement,Rear-wheel Drive,Gasoline,6-Speed Automatic,19841,FALSE,TRUE,TRUE,36591
2021,Toyota,Tacoma,TRD Off Road,Black,Black,Four-wheel Drive,Gasoline,6-Speed,40493,FALSE,TRUE,FALSE,39000
2021,Toyota,Tacoma,TRD Off Road,Silver,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,53055,FALSE,TRUE,TRUE,34799
2021,Toyota,Tacoma,TRD Sport,Midnight Black Metallic,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,22133,TRUE,TRUE,TRUE,42291
2021,Toyota,Sienna,LE,White,Chateau,Front-wheel Drive,Hybrid,Automatic CVT,45446,FALSE,TRUE,FALSE,38964
2020,Toyota,Prius,XLE,Electric,Black,Front-wheel Drive,Hybrid,Automatic CVT,7638,TRUE,TRUE,TRUE,30991
2020,Toyota,RAV4,LE,Super White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,59756,FALSE,TRUE,TRUE,29891
2015,Toyota,Prius c,Two,GRAY,BLACK,Front-wheel Drive,Gasoline,Automatic,133006,FALSE,FALSE,TRUE,11999
2021,Toyota,RAV4 Hybrid,XLE,Silver Sky Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,17707,FALSE,TRUE,TRUE,41988
2014,Toyota,RAV4,LE,Blue,Gray,All-wheel Drive,Gasoline,Automatic,106915,FALSE,FALSE,TRUE,14699
2018,Toyota,Corolla,SE,Gray,Black,FWD,Gasoline,Automatic CVT,126712,FALSE,TRUE,TRUE,18998
2016,Toyota,Corolla,S Plus,Barcelona Red Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,70480,TRUE,TRUE,TRUE,16499
2017,Toyota,Corolla,SE,Galactic Aqua,Black,Front-wheel Drive,Gasoline,Automatic CVT,69064,TRUE,FALSE,TRUE,19077
2020,Toyota,Corolla Hybrid,LE,Super White,Black,Front-wheel Drive,Hybrid,Automatic CVT,38590,FALSE,FALSE,TRUE,22588
2020,Toyota,Tacoma,SR5,Silver Sky Metallic,Cement,Rear-wheel Drive,Gasoline,6-Speed Automatic,81965,FALSE,TRUE,TRUE,27990
2021,Toyota,Corolla,LE,CELESTITE,Moonstone,Front-wheel Drive,Gasoline,Automatic CVT,42272,FALSE,TRUE,FALSE,22800
2021,Toyota,4Runner,SR5,White,Black / Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,40595,FALSE,TRUE,FALSE,37164
2005,Toyota,Highlander,,Gold,Tan,All-wheel Drive,Gasoline,5-Speed Automatic,136261,FALSE,FALSE,TRUE,11995
2022,Toyota,Camry,SE,Celestial Silver Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,19636,FALSE,TRUE,TRUE,28195
2020,Toyota,RAV4,XLE,Blue,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,25982,FALSE,TRUE,TRUE,31995
2007,Toyota,Prius,Touring,Classic Silver Metallic,Dark Gray,Front-wheel Drive,Gasoline,Automatic,101919,FALSE,FALSE,TRUE,9990
2010,Toyota,Corolla,S,White,Black,Front-wheel Drive,Gasoline,Automatic,110271,FALSE,FALSE,TRUE,9999
2020,Toyota,Camry,SE,Charcoal,Black,Front-wheel Drive,Gasoline,Automatic,64232,FALSE,TRUE,FALSE,27990
2014,Toyota,Prius Plug-in,,Blizzard Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,156577,FALSE,FALSE,TRUE,11995
2020,Toyota,Corolla,SE,Super White,Moonstone,Front-wheel Drive,Gasoline,Automatic CVT,32958,TRUE,TRUE,TRUE,22799
2020,Toyota,Camry,SE,Midnight Black Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,65610,FALSE,TRUE,TRUE,24994
2019,Toyota,RAV4,LE,Super White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,81305,TRUE,FALSE,TRUE,23564
2021,Toyota,Camry,LE,Silver,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,42344,FALSE,TRUE,FALSE,22593
2022,Toyota,RAV4,LE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,18525,FALSE,TRUE,TRUE,29975
2019,Toyota,RAV4,XLE,Ruby Flare Pearl,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,51986,TRUE,TRUE,TRUE,28791
2020,Toyota,Corolla,LE,Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,32092,FALSE,TRUE,TRUE,22591
2020,Toyota,Corolla,SE,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,30937,TRUE,TRUE,TRUE,23488
2020,Toyota,RAV4 Hybrid,LE,Silver,Black,All-wheel Drive,Hybrid,Automatic CVT,26337,FALSE,TRUE,FALSE,37088
2020,Toyota,Corolla,LE,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,33107,TRUE,FALSE,FALSE,22491
2021,Toyota,Corolla,LE,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,53105,TRUE,TRUE,TRUE,21888
2019,Toyota,RAV4,LE,Red,Black,All-wheel Drive,Gasoline,8-Speed Automatic,35950,TRUE,TRUE,TRUE,28288
2018,Toyota,Corolla iM,Base,Electric Storm Blue,Black,Front-wheel Drive,Gasoline,7-Speed Automatic,35546,FALSE,FALSE,TRUE,20488
2022,Toyota,Corolla,SE,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,21699,FALSE,TRUE,TRUE,24995
2016,Toyota,Prius,Two,Black,Black,Front-wheel Drive,Hybrid,Automatic CVT,98703,FALSE,TRUE,TRUE,17990
2015,Toyota,Prius,Two,Green,Gray,Front-wheel Drive,Hybrid,Automatic CVT,71658,TRUE,TRUE,TRUE,18998
2015,Toyota,Camry,LE,Blue,Almond,Front-wheel Drive,Gasoline,6-Speed Automatic,77392,TRUE,FALSE,TRUE,15635
2020,Toyota,Camry,SE,White,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,18595,FALSE,TRUE,TRUE,25321
2015,Toyota,Prius,Two,Silver,Gray,Front-wheel Drive,Hybrid,Automatic CVT,78152,TRUE,TRUE,TRUE,17998
2021,Toyota,Prius,LE,Midnight Black Metallic,Beige,Front-wheel Drive,Hybrid,Automatic CVT,52749,TRUE,TRUE,FALSE,23890
2014,Toyota,Camry Hybrid,XLE,Gold,Tan,Front-wheel Drive,Hybrid,Automatic CVT,78176,FALSE,FALSE,TRUE,18998
2007,Toyota,Sienna,LE,Slate Metallic,Stone,Front-wheel Drive,Gasoline,5-Speed Automatic,128612,FALSE,TRUE,TRUE,9226
2005,Toyota,Prius,,Super White,Beige,Front-wheel Drive,Hybrid,Automatic CVT,121420,TRUE,FALSE,TRUE,7995
2021,Toyota,RAV4,LE,Midnight Black Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,48784,FALSE,TRUE,FALSE,25689
2019,Toyota,C-HR,Limited,Magnetic Gray Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,67947,FALSE,FALSE,TRUE,22283
2021,Toyota,Corolla,LE,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,32292,FALSE,TRUE,TRUE,22997
2018,Toyota,Camry,XLE,Midnight Black Metallic,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,36670,FALSE,FALSE,TRUE,25997
2021,Toyota,RAV4,LE,Silver Sky Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,44940,FALSE,TRUE,FALSE,26109
2017,Toyota,Corolla,L,Blue,Ash,Front-wheel Drive,Gasoline,Automatic CVT,16796,FALSE,TRUE,TRUE,19641
2021,Toyota,Camry Hybrid,XSE,Wind Chill Pearl,Red,Front-wheel Drive,Hybrid,Automatic CVT,38584,FALSE,TRUE,TRUE,35988
2016,Toyota,Tacoma,TRD Sport,Super White,Gray,Rear-wheel Drive,Gasoline,6-Speed Automatic,70873,FALSE,FALSE,TRUE,30175
2020,Toyota,Corolla,LE,Barcelona Red Metallic,Black,Front-wheel Drive,Gasoline,Automatic,14366,FALSE,TRUE,TRUE,24788
2019,Toyota,C-HR,LE,Blue Eclipse Metallic,Black,Front-wheel Drive,Gasoline,Automatic,27509,FALSE,TRUE,TRUE,27888
2020,Toyota,RAV4,LE,Silver Sky Metallic,Black,All-wheel Drive,Gasoline,Automatic,29677,TRUE,TRUE,TRUE,34988
2015,Toyota,Corolla,S Plus,Super White,Steel Blue,Front-wheel Drive,Gasoline,Automatic CVT,117946,FALSE,FALSE,FALSE,13995
2019,Toyota,C-HR,XLE,White,Gray,Front-wheel Drive,Gasoline,Automatic CVT,11537,FALSE,TRUE,TRUE,31995
2020,Toyota,Camry,SE,Galactic Aqua,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,35311,FALSE,TRUE,TRUE,27280
2020,Toyota,Corolla,LE,Super White,Black,Front-wheel Drive,Gasoline,Automatic CVT,18561,FALSE,TRUE,TRUE,23888
2021,Toyota,Corolla Hybrid,LE,CELESTITE,Black,Front-wheel Drive,Hybrid,Automatic CVT,51567,FALSE,TRUE,TRUE,26688
2022,Toyota,Corolla Hybrid,LE,CELESTITE,Light Gray,Front-wheel Drive,Hybrid,Automatic CVT,16943,FALSE,TRUE,TRUE,31688
2020,Toyota,Prius Prime,LE,Titanium Glow,Black,Front-wheel Drive,Hybrid,Automatic CVT,47169,FALSE,FALSE,TRUE,26788
2020,Toyota,Corolla,SE,Black,Gray,Front-wheel Drive,Gasoline,Automatic CVT,37878,FALSE,TRUE,TRUE,23500
2015,Toyota,Corolla,L,White,Gray,Front-wheel Drive,Gasoline,Automatic CVT,86991,FALSE,TRUE,TRUE,14750
2020,Toyota,Camry,SE,Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,17239,FALSE,TRUE,TRUE,27998
2021,Toyota,Tacoma,TRD Off Road,Black,Cement,Four-wheel Drive,Gasoline,6-Speed,29014,FALSE,TRUE,TRUE,40488
2020,Toyota,Tacoma,TRD Off Road,Cement,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,40981,TRUE,TRUE,TRUE,35988
2022,Toyota,RAV4,LE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,20609,FALSE,TRUE,TRUE,29488
2010,Toyota,Prius,III,Classic Silver Metallic,Gray,Front-wheel Drive,Hybrid,Automatic CVT,220057,FALSE,FALSE,TRUE,6990
2021,Toyota,Sienna,LE,Silver,Graphite,Front-wheel Drive,Hybrid,Automatic CVT,64307,FALSE,TRUE,FALSE,36488
2021,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,19570,FALSE,TRUE,FALSE,27488
2021,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,20532,FALSE,TRUE,FALSE,27488
2021,Toyota,RAV4,XLE,Silver,Black,All-wheel Drive,Gasoline,8-Speed Automatic,18634,FALSE,TRUE,FALSE,32988
2022,Toyota,RAV4,LE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,17653,FALSE,TRUE,TRUE,29488
2013,Toyota,Sienna,LE,Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,105064,TRUE,TRUE,TRUE,16495
2013,Toyota,Prius,Five,Black,Gray,Front-wheel Drive,Hybrid,Automatic CVT,115618,FALSE,FALSE,TRUE,15650
